Datum,Umsatz,feiertag,brueckentag,BW,BY,B,BB,HB,HH,HE,MV,NI,NW,RP,SL,SN,ST,SH,TH
2015-01-04,1424.7824952958872,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
2015-01-05,1032.2854072517991,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
2015-01-06,944.1038037294079,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0
2015-01-07,871.2412048402676,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2015-01-08,795.5486520377215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-01-09,827.3202901808035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-01-10,908.0635954481361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-01-11,1275.190515188001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12,722.7740430562537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13,755.0199063371384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14,707.5488594676424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15,749.1650741642486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,954.3231152668003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,1192.001193983337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,1374.8492928486878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19,839.3492101097103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,912.8635366299454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,826.3088816880961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,875.4297104904613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,854.156410639427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,1119.8447596598198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,1441.935869959932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26,808.2779355037975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,894.1131386827813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,906.8074434663229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-29,902.6246169475685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30,943.730821416705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-01-31,1239.0450154763894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,1516.7581841965862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02,1056.446191065,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
2015-02-03,883.229915843617,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
2015-02-04,881.2242305625097,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2015-02-05,895.005657962611,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2015-02-06,1169.315507280576,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2015-02-07,1138.257973358166,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2015-02-08,1499.606384436195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-02-09,854.02932090629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015-02-10,848.0788428330216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015-02-11,887.6888762856096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015-02-12,790.1882361973551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015-02-13,927.4385554727473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015-02-14,1207.571704612913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015-02-15,1310.0371910434578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-16,914.909888415287,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015-02-17,937.142063650772,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015-02-18,828.6843935400453,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015-02-19,971.9439266229688,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015-02-20,942.00520309987,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015-02-21,1009.4983647683661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015-02-22,1615.4362357943498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-23,658.4899629890015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-24,752.5936190275252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-25,749.0945226949727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-26,669.0709198762555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,781.2945218805347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,938.5538748551164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,1059.3832921631188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,700.1631987354116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-03,724.0302858662955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-04,717.8339195699352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-05,778.3374615312988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-06,826.7798074345154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-07,961.8800190253421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-08,1360.336237056016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-09,808.8159174890498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-10,844.0366609158079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-11,734.8497760217699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-12,783.2675977881433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-13,806.7349847768301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-14,905.0192295150433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,1046.7099743270537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,844.2730073999649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,909.1095247457798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,926.9339211136903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,819.215871062889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,947.1116530215297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,1007.3138596357051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,1196.0871538911179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,846.1720733368753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,839.4864981554354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,910.8804763498823,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015-03-26,885.0581399137895,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2015-03-27,926.5743031454535,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2015-03-28,1267.111816196493,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2015-03-29,1103.2259142659752,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2015-03-30,918.2745953398519,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
2015-03-31,865.3965266721806,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
2015-04-01,1048.2325339156248,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
2015-04-02,1428.5253383694958,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2015-04-04,1657.205592275933,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2015-04-05,1472.723525585013,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2015-04-06,1431.6702976111762,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2015-04-07,1000.7890311614269,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2015-04-08,925.9119696388522,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2015-04-09,1012.9243333981836,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2015-04-10,1094.4316066801507,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2015-04-11,1182.6536701834984,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
2015-04-12,1037.1374594638737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-04-13,811.1103831546942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-04-14,818.2364077761649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-04-15,815.2303328896975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-04-16,772.2313476382956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-04-17,856.6343109615416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-04-18,1002.5016202512761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,971.0237443932859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,790.5787533736401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21,799.7560145171586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22,773.0186576692686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-23,824.4060206768867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,793.4344809354434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,1036.275978504086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-26,949.2768595418563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,838.6671165775895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,708.1582595164218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,921.6192925374778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,1065.6454664381347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,1550.50372148642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,1077.4813259852813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,887.5320334823015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,743.3069811738451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06,831.5443149514173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,793.3724423951179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,866.3243142377273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-09,1057.0115473902974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-10,1196.288593901516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11,835.8327967638293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-12,859.2010125076879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-13,1070.7213036993444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-14,1161.9273385412612,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-15,1224.9159187168834,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
2015-05-16,1384.317075972538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-17,1265.423819460612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-18,859.8088692750823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-19,942.9181197231298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-20,808.9287872020159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-21,974.8188926401667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-22,1003.2083835204924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-05-23,1290.402080168699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-05-24,1428.045658874095,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-05-25,1453.3165717276859,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-05-26,906.8370008251051,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
2015-05-27,850.2683741453393,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,863.6784011302,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,940.3355174479483,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-30,1102.7330982916376,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-31,1017.6428445734347,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,935.9990189323196,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-02,945.8124773820554,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,819.7817572041795,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04,994.9150249139263,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05,1019.1370424608003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-06,1282.0233631907427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-07,1257.8462007663977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-08,1005.7011747632353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-09,889.4983836989096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10,851.5011246599522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-11,834.1993921054025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12,940.232746822671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-13,1245.0781809623013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-14,1134.1820147333965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,1022.84126863471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-16,848.8839848062141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17,962.8832010518803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-18,875.746513170135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-19,973.8037875987968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-20,1218.398621768507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-21,1152.2208767661282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22,1082.8686541133463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23,1048.091262346599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-24,1225.362385794509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25,1180.9520510547195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,1285.531077246859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-27,1632.9435838945315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1414.3962708900945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29,1182.401187025634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-30,1162.4330859224049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-01,1007.4144730623914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-02,1003.2819740993759,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-03,1107.2840245715024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-04,1418.6055021261668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-05,1262.603224993058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-06,1140.995678141018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-07,1006.3808465165432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-08,1105.361728127167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-09,1035.8825274408493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-10,1104.6657788122914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-11,1303.5266400248947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-12,1322.9871621319949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-13,1162.4671317915345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2015-07-14,1193.4870214278983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2015-07-15,1247.180514597159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2015-07-16,1126.7508619894688,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
2015-07-17,1116.1286020955426,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
2015-07-18,1386.4150855875173,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
2015-07-19,1530.6062874819102,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
2015-07-20,1203.731749327292,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2015-07-21,1262.6888503657756,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2015-07-22,1263.1154336247928,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2015-07-23,1376.9697292027563,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
2015-07-24,1436.094279187791,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
2015-07-25,1395.0603159734894,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
2015-07-26,1621.447810826834,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
2015-07-27,1350.4685419600519,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-07-28,1395.2522394712646,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-07-29,1459.444372418696,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-07-30,1321.8434609131918,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-07-31,1492.8774758937348,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-01,1652.828485407988,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-02,1572.674162120205,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-03,1429.7873189952006,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-04,1453.3887723922055,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-05,1479.6861400346083,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-06,1517.1781152654305,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-07,1545.08950987007,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-08,1800.496091694034,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-09,1487.8705919746017,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-10,1402.4719460315816,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-11,1299.7715258627677,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-12,1424.190950942363,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-13,1391.2709039245124,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-14,1407.7092280183201,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-15,1590.501276195638,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-16,1375.7807901115834,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-17,1227.081750155866,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-18,1295.5939546042678,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-19,1269.05368522865,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-20,1280.7604452838978,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-21,1376.502907490224,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2015-08-22,1658.4048405486633,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
2015-08-23,1525.2410894112202,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
2015-08-24,1166.860000964215,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
2015-08-25,1237.5996709141687,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
2015-08-26,1143.1468885527884,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
2015-08-27,1123.8448529406191,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
2015-08-28,1237.6120586550255,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
2015-08-29,1323.7510844934181,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0
2015-08-30,1323.276299872724,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
2015-08-31,1030.0768649621702,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
2015-09-01,1033.807757488008,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
2015-09-02,942.9860018206928,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
2015-09-03,996.527503728066,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2015-09-04,1082.128138843168,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2015-09-05,1363.9205582556156,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-09-06,1154.6533471821458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,1055.9948354540295,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-08,942.3313060647029,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,947.3715166741329,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,1000.7310478122226,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,984.2760472783414,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-12,1314.471458449783,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,1183.864046988578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,973.751924497313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,986.7973432589612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,969.6849331078979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-17,905.5840627291002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,1028.8021105906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-19,1292.061426943977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,1203.628026358719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-21,930.059119917875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-22,835.527010483549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-23,904.9022682464735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24,852.3398320419893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,890.664681455423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,1172.60292310769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-27,1127.471500787778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,883.4630612445084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,877.4381836133149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,879.344567687064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,843.9017575339544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02,913.4621665199602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,1101.6007466977858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
